dayofweek,home_team,score,away_team,home_goals,away_goals,result,home_goals_total_home,away_goals_total_home,home_conceded_home,away_conceded_home,goalsScored_home,goalsConceded_home,home_goals_total_away,away_goals_total_away,home_conceded_away,away_conceded_away,goalsScored_away,goalsConceded_away
Sáb,Lobos BUAP,0–3,León,0,3,0,47,35,50,73,82,123,332,240,225,278,572,503
Vie,Morelia,3–0,Tijuana,3,0,1,148,138,147,177,286,324,247,160,200,308,407,508
Vie,Atlas,2–0,Veracruz,2,0,1,198,201,207,268,399,475,109,69,138,191,178,329
Dom,UNAM,1–4,Cruz Azul,1,4,0,294,206,204,301,500,505,264,211,193,227,475,420
Dom,Santos,0–0,Puebla,0,0,-1,321,220,214,297,541,511,242,188,242,271,430,513
Sáb,UANL,1–0,Guadalajara,1,0,1,367,253,189,214,620,403,233,212,204,222,445,426
Sáb,Pachuca,0–0,Necaxa,0,0,-1,329,249,197,272,578,469,181,164,174,202,345,376
Sáb,Toluca,1–2,América,1,2,0,332,212,216,283,544,499,363,310,198,246,673,444
Mié,Toluca,3–1,Lobos BUAP,3,1,1,332,212,216,283,544,499,47,35,50,73,82,123
Sáb,Cruz Azul,1–3,América,1,3,0,264,211,193,227,475,420,363,310,198,246,673,444
Vie,Tijuana,0–0,Veracruz,0,0,-1,247,160,200,308,407,508,109,69,138,191,178,329
Vie,Puebla,2–2,Querétaro,2,2,-1,242,188,242,271,430,513,215,184,206,294,399,500
Dom,Santos,0–1,Atlas,0,1,0,321,220,214,297,541,511,198,201,207,268,399,475
Sáb,Monterrey,2–0,Pachuca,2,0,1,354,254,181,257,608,438,329,249,197,272,578,469
Sáb,León,1–0,UANL,1,0,1,332,240,225,278,572,503,367,253,189,214,620,403
Sáb,Necaxa,0–0,UNAM,0,0,-1,181,164,174,202,345,376,294,206,204,301,500,505
Sáb,Guadalajara,1–2,Morelia,1,2,0,233,212,204,222,445,426,148,138,147,177,286,324
Mar,Lobos BUAP,1–2,Tijuana,1,2,0,47,35,50,73,82,123,247,160,200,308,407,508
Mar,Querétaro,1–2,Cruz Azul,1,2,0,215,184,206,294,399,500,264,211,193,227,475,420
Mar,UANL,1–0,Veracruz,1,0,1,367,253,189,214,620,403,109,69,138,191,178,329
Mar,UNAM,2–0,León,2,0,1,294,206,204,301,500,505,332,240,225,278,572,503
Mar,Atlas,0–1,Morelia,0,1,0,198,201,207,268,399,475,148,138,147,177,286,324
Mié,Santos,3–2,Necaxa,3,2,1,321,220,214,297,541,511,181,164,174,202,345,376
Mié,Pachuca,2–2,Toluca,2,2,-1,329,249,197,272,578,469,332,212,216,283,544,499
Mié,América,2–1,Guadalajara,2,1,1,363,310,198,246,673,444,233,212,204,222,445,426
Mié,Puebla,2–0,Monterrey,2,0,1,242,188,242,271,430,513,354,254,181,257,608,438
Sáb,Lobos BUAP,3–0,Cruz Azul,3,0,1,47,35,50,73,82,123,264,211,193,227,475,420
Sáb,Querétaro,1–2,Santos,1,2,0,215,184,206,294,399,500,321,220,214,297,541,511
Vie,Morelia,0–0,León,0,0,-1,148,138,147,177,286,324,332,240,225,278,572,503
Vie,Atlas,1–0,Tijuana,1,0,1,198,201,207,268,399,475,247,160,200,308,407,508
Dom,UNAM,0–1,Monterrey,0,1,0,294,206,204,301,500,505,354,254,181,257,608,438
Sáb,UANL,3–0,Toluca,3,0,1,367,253,189,214,620,403,332,212,216,283,544,499
Sáb,Pachuca,1–0,Puebla,1,0,1,329,249,197,272,578,469,242,188,242,271,430,513
Sáb,América,0–1,Necaxa,0,1,0,363,310,198,246,673,444,181,164,174,202,345,376
Dom,Veracruz,2–3,Guadalajara,2,3,0,109,69,138,191,178,329,233,212,204,222,445,426
Sáb,Cruz Azul,1–2,UANL,1,2,0,264,211,193,227,475,420,367,253,189,214,620,403
Sáb,Querétaro,2–2,Atlas,2,2,-1,215,184,206,294,399,500,198,201,207,268,399,475
Vie,Puebla,3–0,UNAM,3,0,1,242,188,242,271,430,513,294,206,204,301,500,505
Dom,Toluca,0–1,Morelia,0,1,0,332,212,216,283,544,499,148,138,147,177,286,324
Sáb,Monterrey,2–0,América,2,0,1,354,254,181,257,608,438,363,310,198,246,673,444
Sáb,León,6–2,Veracruz,6,2,1,332,240,225,278,572,503,109,69,138,191,178,329
Sáb,Necaxa,5–0,Lobos BUAP,5,0,1,181,164,174,202,345,376,47,35,50,73,82,123
Sáb,Guadalajara,3–1,Tijuana,3,1,1,233,212,204,222,445,426,247,160,200,308,407,508
Dom,Santos,2–2,Pachuca,2,2,-1,321,220,214,297,541,511,329,249,197,272,578,469
Mié,Atlas,1–1,UANL,1,1,-1,198,201,207,268,399,475,367,253,189,214,620,403
Sáb,Lobos BUAP,2–1,Monterrey,2,1,1,47,35,50,73,82,123,354,254,181,257,608,438
Vie,Morelia,1–2,Cruz Azul,1,2,0,148,138,147,177,286,324,264,211,193,227,475,420
Vie,Tijuana,2–1,León,2,1,1,247,160,200,308,407,508,332,240,225,278,572,503
Dom,UNAM,2–2,Santos,2,2,-1,294,206,204,301,500,505,321,220,214,297,541,511
Sáb,Pachuca,0–1,Querétaro,0,1,0,329,249,197,272,578,469,215,184,206,294,399,500
Sáb,América,1–1,Puebla,1,1,-1,363,310,198,246,673,444,242,188,242,271,430,513
Sáb,Guadalajara,1–2,Atlas,1,2,0,233,212,204,222,445,426,198,201,207,268,399,475
Dom,UANL,1–0,Necaxa,1,0,1,367,253,189,214,620,403,181,164,174,202,345,376
Dom,Veracruz,0–1,Toluca,0,1,0,109,69,138,191,178,329,332,212,216,283,544,499
Jue,Monterrey,1–1,Santos,1,1,-1,354,254,181,257,608,438,321,220,214,297,541,511
Sáb,Querétaro,1–1,UNAM,1,1,-1,215,184,206,294,399,500,294,206,204,301,500,505
Sáb,Cruz Azul,1–0,Veracruz,1,0,1,264,211,193,227,475,420,109,69,138,191,178,329
Vie,Puebla,0–1,Lobos BUAP,0,1,0,242,188,242,271,430,513,47,35,50,73,82,123
Vie,Atlas,1–1,Pachuca,1,1,-1,198,201,207,268,399,475,329,249,197,272,578,469
Dom,Toluca,3–1,Tijuana,3,1,1,332,212,216,283,544,499,247,160,200,308,407,508
Sáb,Monterrey,2–0,UANL,2,0,1,354,254,181,257,608,438,367,253,189,214,620,403
Sáb,León,0–2,Guadalajara,0,2,0,332,240,225,278,572,503,233,212,204,222,445,426
Sáb,Necaxa,1–2,Morelia,1,2,0,181,164,174,202,345,376,148,138,147,177,286,324
Dom,Santos,0–1,América,0,1,0,321,220,214,297,541,511,363,310,198,246,673,444
Mié,Toluca,2–1,Morelia,2,1,1,332,212,216,283,544,499,148,138,147,177,286,324
Mié,León,1–1,UANL,1,1,-1,332,240,225,278,572,503,367,253,189,214,620,403
Jue,Cruz Azul,0–0,América,0,0,-1,264,211,193,227,475,420,363,310,198,246,673,444
Jue,Atlas,1–2,Monterrey,1,2,0,198,201,207,268,399,475,354,254,181,257,608,438
Sáb,UANL,1–1,León,1,1,-1,367,253,189,214,620,403,332,240,225,278,572,503
Sáb,Morelia,2–1,Toluca,2,1,1,148,138,147,177,286,324,332,212,216,283,544,499
Dom,Monterrey,4–1,Atlas,4,1,1,354,254,181,257,608,438,198,201,207,268,399,475
Dom,América,0–0,Cruz Azul,0,0,-1,363,310,198,246,673,444,264,211,193,227,475,420
Mié,América,0–1,UANL,0,1,0,363,310,198,246,673,444,367,253,189,214,620,403
Jue,Morelia,0–1,Monterrey,0,1,0,148,138,147,177,286,324,354,254,181,257,608,438
Sáb,UANL,3–0,América,3,0,1,367,253,189,214,620,403,363,310,198,246,673,444
Dom,Monterrey,4–0,Morelia,4,0,1,354,254,181,257,608,438,148,138,147,177,286,324
Jue,UANL,1–1,Monterrey,1,1,-1,367,253,189,214,620,403,354,254,181,257,608,438
Dom,Monterrey,1–2,UANL,1,2,0,354,254,181,257,608,438,367,253,189,214,620,403
Sáb,Cruz Azul,0–0,Tijuana,0,0,-1,264,211,193,227,475,420,247,160,200,308,407,508
Vie,Puebla,2–1,UANL,2,1,1,242,188,242,271,430,513,367,253,189,214,620,403
Vie,Atlas,1–2,León,1,2,0,198,201,207,268,399,475,332,240,225,278,572,503
Dom,Toluca,1–1,Guadalajara,1,1,-1,332,212,216,283,544,499,233,212,204,222,445,426
Sáb,Monterrey,1–1,Morelia,1,1,-1,354,254,181,257,608,438,148,138,147,177,286,324
Sáb,Pachuca,2–3,UNAM,2,3,0,329,249,197,272,578,469,294,206,204,301,500,505
Sáb,Necaxa,0–0,Veracruz,0,0,-1,181,164,174,202,345,376,109,69,138,191,178,329
Dom,Santos,4–2,Lobos BUAP,4,2,1,321,220,214,297,541,511,47,35,50,73,82,123
Dom,Querétaro,0–1,América,0,1,0,215,184,206,294,399,500,363,310,198,246,673,444
Sáb,América,2–2,Pachuca,2,2,-1,363,310,198,246,673,444,329,249,197,272,578,469
Sáb,Lobos BUAP,0–2,Querétaro,0,2,0,47,35,50,73,82,123,215,184,206,294,399,500
Vie,Tijuana,1–0,Necaxa,1,0,1,247,160,200,308,407,508,181,164,174,202,345,376
Vie,Morelia,1–0,Puebla,1,0,1,148,138,147,177,286,324,242,188,242,271,430,513
Dom,UNAM,3–1,Atlas,3,1,1,294,206,204,301,500,505,198,201,207,268,399,475
Sáb,UANL,2–1,Santos,2,1,1,367,253,189,214,620,403,321,220,214,297,541,511
Sáb,León,3–1,Toluca,3,1,1,332,240,225,278,572,503,332,212,216,283,544,499
Sáb,Guadalajara,1–3,Cruz Azul,1,3,0,233,212,204,222,445,426,264,211,193,227,475,420
Dom,Veracruz,0–2,Monterrey,0,2,0,109,69,138,191,178,329,354,254,181,257,608,438
Sáb,Cruz Azul,0–0,León,0,0,-1,264,211,193,227,475,420,332,240,225,278,572,503
Sáb,Querétaro,0–0,UANL,0,0,-1,215,184,206,294,399,500,367,253,189,214,620,403
Vie,Puebla,2–0,Veracruz,2,0,1,242,188,242,271,430,513,109,69,138,191,178,329
Vie,Atlas,1–3,Toluca,1,3,0,198,201,207,268,399,475,332,212,216,283,544,499
Dom,UNAM,0–0,América,0,0,-1,294,206,204,301,500,505,363,310,198,246,673,444
Sáb,Monterrey,0–0,Tijuana,0,0,-1,354,254,181,257,608,438,247,160,200,308,407,508
Sáb,Pachuca,3–1,Lobos BUAP,3,1,1,329,249,197,272,578,469,47,35,50,73,82,123
Sáb,Necaxa,1–3,Guadalajara,1,3,0,181,164,174,202,345,376,233,212,204,222,445,426
Dom,Santos,1–0,Morelia,1,0,1,321,220,214,297,541,511,148,138,147,177,286,324
Sáb,Lobos BUAP,1–1,UNAM,1,1,-1,47,35,50,73,82,123,294,206,204,301,500,505
Vie,Morelia,1–0,Querétaro,1,0,1,148,138,147,177,286,324,215,184,206,294,399,500
Vie,Tijuana,2–0,Puebla,2,0,1,247,160,200,308,407,508,242,188,242,271,430,513
Dom,Toluca,1–1,Cruz Azul,1,1,-1,332,212,216,283,544,499,264,211,193,227,475,420
Sáb,UANL,3–2,Pachuca,3,2,1,367,253,189,214,620,403,329,249,197,272,578,469
Sáb,León,0–4,Necaxa,0,4,0,332,240,225,278,572,503,181,164,174,202,345,376
Sáb,América,1–0,Atlas,1,0,1,363,310,198,246,673,444,198,201,207,268,399,475
Sáb,Guadalajara,1–2,Monterrey,1,2,0,233,212,204,222,445,426,354,254,181,257,608,438
Dom,Veracruz,1–1,Santos,1,1,-1,109,69,138,191,178,329,321,220,214,297,541,511
Sáb,Querétaro,0–1,Veracruz,0,1,0,215,184,206,294,399,500,109,69,138,191,178,329
Vie,Puebla,2–0,Guadalajara,2,0,1,242,188,242,271,430,513,233,212,204,222,445,426
Vie,Atlas,2–1,Cruz Azul,2,1,1,198,201,207,268,399,475,264,211,193,227,475,420
Dom,UNAM,2–0,UANL,2,0,1,294,206,204,301,500,505,367,253,189,214,620,403
Sáb,Santos,0–0,Tijuana,0,0,-1,321,220,214,297,541,511,247,160,200,308,407,508
Sáb,Monterrey,5–1,León,5,1,1,354,254,181,257,608,438,332,240,225,278,572,503
Sáb,Pachuca,2–3,Morelia,2,3,0,329,249,197,272,578,469,148,138,147,177,286,324
Sáb,América,5–1,Lobos BUAP,5,1,1,363,310,198,246,673,444,47,35,50,73,82,123
Sáb,Necaxa,0–0,Toluca,0,0,-1,181,164,174,202,345,376,332,212,216,283,544,499
Sáb,Lobos BUAP,3–1,Atlas,3,1,1,47,35,50,73,82,123,198,201,207,268,399,475
Sáb,Cruz Azul,0–2,Necaxa,0,2,0,264,211,193,227,475,420,181,164,174,202,345,376
Vie,Morelia,1–2,UNAM,1,2,0,148,138,147,177,286,324,294,206,204,301,500,505
Vie,Tijuana,0–2,Querétaro,0,2,0,247,160,200,308,407,508,215,184,206,294,399,500
Dom,Toluca,2–1,Monterrey,2,1,1,332,212,216,283,544,499,354,254,181,257,608,438
Sáb,UANL,1–1,América,1,1,-1,367,253,189,214,620,403,363,310,198,246,673,444
Sáb,León,2–1,Puebla,2,1,1,332,240,225,278,572,503,242,188,242,271,430,513
Sáb,Guadalajara,0–2,Santos,0,2,0,233,212,204,222,445,426,321,220,214,297,541,511
Dom,Veracruz,0–1,Pachuca,0,1,0,109,69,138,191,178,329,329,249,197,272,578,469
Mar,Atlas,1–1,Necaxa,1,1,-1,198,201,207,268,399,475,181,164,174,202,345,376
Mar,Lobos BUAP,0–0,UANL,0,0,-1,47,35,50,73,82,123,367,253,189,214,620,403
Mar,América,4–1,Morelia,4,1,1,363,310,198,246,673,444,148,138,147,177,286,324
Mié,Santos,5–1,León,5,1,1,321,220,214,297,541,511,332,240,225,278,572,503
Mié,Querétaro,2–2,Guadalajara,2,2,-1,215,184,206,294,399,500,233,212,204,222,445,426
Mié,Monterrey,2–2,Cruz Azul,2,2,-1,354,254,181,257,608,438,264,211,193,227,475,420
Mié,UNAM,1–2,Veracruz,1,2,0,294,206,204,301,500,505,109,69,138,191,178,329
Mié,Puebla,2–0,Toluca,2,0,1,242,188,242,271,430,513,332,212,216,283,544,499
Mié,Pachuca,2–0,Tijuana,2,0,1,329,249,197,272,578,469,247,160,200,308,407,508
Sáb,Cruz Azul,1–1,Puebla,1,1,-1,264,211,193,227,475,420,242,188,242,271,430,513
Vie,Morelia,2–1,Lobos BUAP,2,1,1,148,138,147,177,286,324,47,35,50,73,82,123
Dom,Toluca,2–0,Santos,2,0,1,332,212,216,283,544,499,321,220,214,297,541,511
Sáb,Tijuana,4–1,UNAM,4,1,1,247,160,200,308,407,508,294,206,204,301,500,505
Sáb,UANL,2–0,Atlas,2,0,1,367,253,189,214,620,403,198,201,207,268,399,475
Sáb,León,1–1,Querétaro,1,1,-1,332,240,225,278,572,503,215,184,206,294,399,500
Sáb,Necaxa,3–0,Monterrey,3,0,1,181,164,174,202,345,376,354,254,181,257,608,438
Sáb,Guadalajara,1–1,Pachuca,1,1,-1,233,212,204,222,445,426,329,249,197,272,578,469
Dom,Veracruz,1–1,América,1,1,-1,109,69,138,191,178,329,363,310,198,246,673,444
Sáb,Lobos BUAP,5–0,Veracruz,5,0,1,47,35,50,73,82,123,109,69,138,191,178,329
Sáb,Querétaro,0–2,Toluca,0,2,0,215,184,206,294,399,500,332,212,216,283,544,499
Vie,Atlas,0–1,Monterrey,0,1,0,198,201,207,268,399,475,354,254,181,257,608,438
Vie,Puebla,1–1,Necaxa,1,1,-1,242,188,242,271,430,513,181,164,174,202,345,376
Dom,UNAM,1–1,Guadalajara,1,1,-1,294,206,204,301,500,505,233,212,204,222,445,426
Sáb,UANL,2–1,Morelia,2,1,1,367,253,189,214,620,403,148,138,147,177,286,324
Sáb,Pachuca,2–1,León,2,1,1,329,249,197,272,578,469,332,240,225,278,572,503
Sáb,América,0–0,Tijuana,0,0,-1,363,310,198,246,673,444,247,160,200,308,407,508
Dom,Santos,2–0,Cruz Azul,2,0,1,321,220,214,297,541,511,264,211,193,227,475,420
Sáb,Cruz Azul,0–1,Querétaro,0,1,0,264,211,193,227,475,420,215,184,206,294,399,500
Vie,Tijuana,3–1,Lobos BUAP,3,1,1,247,160,200,308,407,508,47,35,50,73,82,123
Vie,Morelia,2–1,Atlas,2,1,1,148,138,147,177,286,324,198,201,207,268,399,475
Dom,Toluca,2–1,Pachuca,2,1,1,332,212,216,283,544,499,329,249,197,272,578,469
Sáb,Monterrey,1–3,Puebla,1,3,0,354,254,181,257,608,438,242,188,242,271,430,513
Sáb,León,3–0,UNAM,3,0,1,332,240,225,278,572,503,294,206,204,301,500,505
Sáb,Necaxa,1–2,Santos,1,2,0,181,164,174,202,345,376,321,220,214,297,541,511
Sáb,Guadalajara,1–1,América,1,1,-1,233,212,204,222,445,426,363,310,198,246,673,444
Dom,Veracruz,0–2,UANL,0,2,0,109,69,138,191,178,329,367,253,189,214,620,403
Sáb,Lobos BUAP,0–1,Guadalajara,0,1,0,47,35,50,73,82,123,233,212,204,222,445,426
Sáb,Querétaro,1–1,Necaxa,1,1,-1,215,184,206,294,399,500,181,164,174,202,345,376
Sáb,Cruz Azul,5–0,Pachuca,5,0,1,264,211,193,227,475,420,329,249,197,272,578,469
Vie,Morelia,2–0,Veracruz,2,0,1,148,138,147,177,286,324,109,69,138,191,178,329
Vie,Atlas,1–0,Puebla,1,0,1,198,201,207,268,399,475,242,188,242,271,430,513
Dom,UNAM,0–1,Toluca,0,1,0,294,206,204,301,500,505,332,212,216,283,544,499
Sáb,UANL,1–0,Tijuana,1,0,1,367,253,189,214,620,403,247,160,200,308,407,508
Sáb,América,2–0,León,2,0,1,363,310,198,246,673,444,332,240,225,278,572,503
Dom,Santos,3–2,Monterrey,3,2,1,321,220,214,297,541,511,354,254,181,257,608,438
Sáb,Cruz Azul,1–1,UNAM,1,1,-1,264,211,193,227,475,420,294,206,204,301,500,505
Vie,Tijuana,1–1,Morelia,1,1,-1,247,160,200,308,407,508,148,138,147,177,286,324
Vie,Puebla,0–1,Santos,0,1,0,242,188,242,271,430,513,321,220,214,297,541,511
Sáb,Monterrey,3–1,Querétaro,3,1,1,354,254,181,257,608,438,215,184,206,294,399,500
Sáb,León,2–2,Lobos BUAP,2,2,-1,332,240,225,278,572,503,47,35,50,73,82,123
Sáb,América,1–2,Toluca,1,2,0,363,310,198,246,673,444,332,212,216,283,544,499
Sáb,Necaxa,1–1,Pachuca,1,1,-1,181,164,174,202,345,376,329,249,197,272,578,469
Sáb,Guadalajara,0–0,UANL,0,0,-1,233,212,204,222,445,426,367,253,189,214,620,403
Dom,Veracruz,3–1,Atlas,3,1,1,109,69,138,191,178,329,198,201,207,268,399,475
Sáb,Lobos BUAP,1–2,Toluca,1,2,0,47,35,50,73,82,123,332,212,216,283,544,499
Sáb,Querétaro,2–1,Puebla,2,1,1,215,184,206,294,399,500,242,188,242,271,430,513
Vie,Morelia,1–2,Guadalajara,1,2,0,148,138,147,177,286,324,233,212,204,222,445,426
Vie,Atlas,3–2,Santos,3,2,1,198,201,207,268,399,475,321,220,214,297,541,511
Dom,UNAM,1–1,Necaxa,1,1,-1,294,206,204,301,500,505,181,164,174,202,345,376
Dom,Veracruz,1–0,Tijuana,1,0,1,109,69,138,191,178,329,247,160,200,308,407,508
Sáb,UANL,4–1,León,4,1,1,367,253,189,214,620,403,332,240,225,278,572,503
Sáb,Pachuca,1–2,Monterrey,1,2,0,329,249,197,272,578,469,354,254,181,257,608,438
Sáb,América,2–1,Cruz Azul,2,1,1,363,310,198,246,673,444,264,211,193,227,475,420
Sáb,Cruz Azul,1–0,Lobos BUAP,1,0,1,264,211,193,227,475,420,47,35,50,73,82,123
Vie,Puebla,2–6,Pachuca,2,6,0,242,188,242,271,430,513,329,249,197,272,578,469
Vie,Tijuana,2–2,Atlas,2,2,-1,247,160,200,308,407,508,198,201,207,268,399,475
Dom,Toluca,1–0,UANL,1,0,1,332,212,216,283,544,499,367,253,189,214,620,403
Dom,Santos,3–0,Querétaro,3,0,1,321,220,214,297,541,511,215,184,206,294,399,500
Sáb,Monterrey,2–1,UNAM,2,1,1,354,254,181,257,608,438,294,206,204,301,500,505
Sáb,León,2–3,Morelia,2,3,0,332,240,225,278,572,503,148,138,147,177,286,324
Sáb,Necaxa,1–1,América,1,1,-1,181,164,174,202,345,376,363,310,198,246,673,444
Sáb,Guadalajara,0–1,Veracruz,0,1,0,233,212,204,222,445,426,109,69,138,191,178,329
Sáb,Lobos BUAP,0–1,Necaxa,0,1,0,47,35,50,73,82,123,181,164,174,202,345,376
Vie,Tijuana,3–0,Guadalajara,3,0,1,247,160,200,308,407,508,233,212,204,222,445,426
Vie,Atlas,1–0,Querétaro,1,0,1,198,201,207,268,399,475,215,184,206,294,399,500
Dom,UNAM,4–2,Puebla,4,2,1,294,206,204,301,500,505,242,188,242,271,430,513
Dom,Veracruz,1–2,León,1,2,0,109,69,138,191,178,329,332,240,225,278,572,503
Sáb,UANL,2–2,Cruz Azul,2,2,-1,367,253,189,214,620,403,264,211,193,227,475,420
Sáb,Pachuca,3–1,Santos,3,1,1,329,249,197,272,578,469,321,220,214,297,541,511
Sáb,Morelia,0–1,Toluca,0,1,0,148,138,147,177,286,324,332,212,216,283,544,499
Sáb,América,0–0,Monterrey,0,0,-1,363,310,198,246,673,444,354,254,181,257,608,438
Sáb,Cruz Azul,2–0,Morelia,2,0,1,264,211,193,227,475,420,148,138,147,177,286,324
Sáb,Querétaro,0–0,Pachuca,0,0,-1,215,184,206,294,399,500,329,249,197,272,578,469
Vie,Puebla,3–1,América,3,1,1,242,188,242,271,430,513,363,310,198,246,673,444
Vie,Atlas,1–0,Guadalajara,1,0,1,198,201,207,268,399,475,233,212,204,222,445,426
Dom,Toluca,3–0,Veracruz,3,0,1,332,212,216,283,544,499,109,69,138,191,178,329
Dom,Santos,1–2,UNAM,1,2,0,321,220,214,297,541,511,294,206,204,301,500,505
Sáb,Monterrey,4–0,Lobos BUAP,4,0,1,354,254,181,257,608,438,47,35,50,73,82,123
Sáb,León,1–1,Tijuana,1,1,-1,332,240,225,278,572,503,247,160,200,308,407,508
Sáb,Necaxa,1–1,UANL,1,1,-1,181,164,174,202,345,376,367,253,189,214,620,403
Sáb,Lobos BUAP,0–1,Puebla,0,1,0,47,35,50,73,82,123,242,188,242,271,430,513
Vie,Morelia,2–2,Necaxa,2,2,-1,148,138,147,177,286,324,181,164,174,202,345,376
Vie,Tijuana,1–0,Toluca,1,0,1,247,160,200,308,407,508,332,212,216,283,544,499
Dom,UNAM,1–1,Querétaro,1,1,-1,294,206,204,301,500,505,215,184,206,294,399,500
Dom,Veracruz,1–2,Cruz Azul,1,2,0,109,69,138,191,178,329,264,211,193,227,475,420
Sáb,UANL,2–2,Monterrey,2,2,-1,367,253,189,214,620,403,354,254,181,257,608,438
Sáb,Pachuca,0–0,Atlas,0,0,-1,329,249,197,272,578,469,198,201,207,268,399,475
Sáb,América,1–0,Santos,1,0,1,363,310,198,246,673,444,321,220,214,297,541,511
Sáb,Guadalajara,0–2,León,0,2,0,233,212,204,222,445,426,332,240,225,278,572,503
Mié,UNAM,1–4,América,1,4,0,294,206,204,301,500,505,363,310,198,246,673,444
Mié,Tijuana,1–1,Monterrey,1,1,-1,247,160,200,308,407,508,354,254,181,257,608,438
Jue,UANL,2–0,Santos,2,0,1,367,253,189,214,620,403,321,220,214,297,541,511
Jue,Morelia,2–2,Toluca,2,2,-1,148,138,147,177,286,324,332,212,216,283,544,499
Dom,Toluca,2–2,Morelia,2,2,-1,332,212,216,283,544,499,148,138,147,177,286,324
Dom,Santos,2–0,UANL,2,0,1,321,220,214,297,541,511,367,253,189,214,620,403
Sáb,América,2–1,UNAM,2,1,1,363,310,198,246,673,444,294,206,204,301,500,505
Sáb,Monterrey,1–2,Tijuana,1,2,0,354,254,181,257,608,438,247,160,200,308,407,508
Jue,Tijuana,2–1,Toluca,2,1,1,247,160,200,308,407,508,332,212,216,283,544,499
Jue,Santos,4–1,América,4,1,1,321,220,214,297,541,511,363,310,198,246,673,444
Dom,Toluca,4–1,Tijuana,4,1,1,332,212,216,283,544,499,247,160,200,308,407,508
Dom,América,2–2,Santos,2,2,-1,363,310,198,246,673,444,321,220,214,297,541,511
Jue,Santos,2–1,Toluca,2,1,1,321,220,214,297,541,511,332,212,216,283,544,499
Dom,Toluca,1–1,Santos,1,1,-1,332,212,216,283,544,499,321,220,214,297,541,511
Sáb,Querétaro,2–0,Veracruz,2,0,1,215,184,206,294,399,500,109,69,138,191,178,329
Vie,Tijuana,2–0,Morelia,2,0,1,247,160,200,308,407,508,148,138,147,177,286,324
Dom,UNAM,1–0,Guadalajara,1,0,1,294,206,204,301,500,505,233,212,204,222,445,426
Dom,Santos,0–0,UANL,0,0,-1,321,220,214,297,541,511,367,253,189,214,620,403
Sáb,Atlas,1–1,Toluca,1,1,-1,198,201,207,268,399,475,332,212,216,283,544,499
Sáb,Monterrey,1–1,Puebla,1,1,-1,354,254,181,257,608,438,242,188,242,271,430,513
Sáb,Pachuca,5–1,León,5,1,1,329,249,197,272,578,469,332,240,225,278,572,503
Sáb,América,2–0,Chiapas,2,0,1,363,310,198,246,673,444,71,51,75,98,122,173
Sáb,Necaxa,0–0,Cruz Azul,0,0,-1,181,164,174,202,345,376,264,211,193,227,475,420
Sáb,Chiapas,0–2,Pachuca,0,2,0,71,51,75,98,122,173,329,249,197,272,578,469
Sáb,Cruz Azul,0–0,UNAM,0,0,-1,264,211,193,227,475,420,294,206,204,301,500,505
Vie,Veracruz,2–0,Santos,2,0,1,109,69,138,191,178,329,321,220,214,297,541,511
Dom,Puebla,3–2,Tijuana,3,2,1,242,188,242,271,430,513,247,160,200,308,407,508
Sáb,Morelia,2–2,Querétaro,2,2,-1,148,138,147,177,286,324,215,184,206,294,399,500
Sáb,UANL,0–0,Atlas,0,0,-1,367,253,189,214,620,403,198,201,207,268,399,475
Sáb,León,0–0,Necaxa,0,0,-1,332,240,225,278,572,503,181,164,174,202,345,376
Sáb,Guadalajara,1–0,Monterrey,1,0,1,233,212,204,222,445,426,354,254,181,257,608,438
Sáb,América,3–1,Toluca,3,1,1,363,310,198,246,673,444,332,212,216,283,544,499
Sáb,Querétaro,2–1,Puebla,2,1,1,215,184,206,294,399,500,242,188,242,271,430,513
Vie,Tijuana,4–0,Guadalajara,4,0,1,247,160,200,308,407,508,233,212,204,222,445,426
Dom,UNAM,1–0,León,1,0,1,294,206,204,301,500,505,332,240,225,278,572,503
Dom,Chiapas,1–0,Toluca,1,0,1,71,51,75,98,122,173,332,212,216,283,544,499
Dom,Santos,2–4,Morelia,2,4,0,321,220,214,297,541,511,148,138,147,177,286,324
Sáb,Atlas,1–0,Veracruz,1,0,1,198,201,207,268,399,475,109,69,138,191,178,329
Sáb,Monterrey,1–1,Cruz Azul,1,1,-1,354,254,181,257,608,438,264,211,193,227,475,420
Sáb,Pachuca,1–0,Necaxa,1,0,1,329,249,197,272,578,469,181,164,174,202,345,376
Sáb,América,0–3,UANL,0,3,0,363,310,198,246,673,444,367,253,189,214,620,403
Sáb,Cruz Azul,1–2,Tijuana,1,2,0,264,211,193,227,475,420,247,160,200,308,407,508
Dom,Toluca,2–0,Pachuca,2,0,1,332,212,216,283,544,499,329,249,197,272,578,469
Dom,Puebla,0–0,Santos,0,0,-1,242,188,242,271,430,513,321,220,214,297,541,511
Sáb,Morelia,3–2,Atlas,3,2,1,148,138,147,177,286,324,198,201,207,268,399,475
Sáb,UANL,1–0,Chiapas,1,0,1,367,253,189,214,620,403,71,51,75,98,122,173
Sáb,León,0–3,Monterrey,0,3,0,332,240,225,278,572,503,354,254,181,257,608,438
Sáb,Veracruz,2–4,América,2,4,0,109,69,138,191,178,329,363,310,198,246,673,444
Sáb,Necaxa,2–2,UNAM,2,2,-1,181,164,174,202,345,376,294,206,204,301,500,505
